augmentation,checkpoint,checkpoint_path,dataset,decode,del_rate,delta_vs_normal_decode,delta_vs_old_seed,epoch,ins_rate,lr,n_repeats,normal_decode_wer,relative_delta_vs_normal_decode,relative_delta_vs_old_seed,repeat_ids,setting,split,sub_rate,training_mode,wer,wer_std,words
no_aug,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.15787431127542345,0.07139756833628652,0.0,1,0.019771948547997527,3em8,1,0.17663008788100065,0.4042208730847065,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em8-no_aug,test,0.0703813963938662,teacher_ce,0.24802765621728717,0.0,195833.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.14591003559154994,0.19387947894379393,0.0,1,0.07735162102403578,3em9,1,0.17663008788100065,1.0976582827406764,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em9-freq3_width24_time0,test,0.14724791020920885,teacher_ce,0.3705095668247946,0.0,195833.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03405989721779196,-0.0008506113769271711,0.0,1,0.01240474924685451,1em7,1,0.08895977317029949,-0.009561752988047862,0.0,['1/1'],tedlium-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0,test,0.04164451532872585,teacher_ce,0.08810916179337232,0.0,28215.0
freq6_width34_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.16866914761651602,0.12808789650894914,0.0,1,0.010065567960304802,1em7,1,0.08895977317029949,1.439840637450199,0.0,['1/1'],tedlium-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq6_width34_time0,test,0.038312954102427785,teacher_ce,0.21704766967924863,0.0,28215.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03363459152932837,-0.001488569909622539,0.0,1,0.012617402091086301,3em7,1,0.08895977317029949,-0.01673306772908364,0.0,['1/1'],tedlium-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em7-freq3_width24_time0,test,0.04121920964026227,teacher_ce,0.08747120326067695,0.0,28215.0
freq6_width34_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03572567783094099,-0.0002480949849370945,0.0,1,0.011093390040758462,3em7,1,0.08895977317029949,-0.002788844621513992,0.0,['1/1'],tedlium-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em7-freq6_width34_time0,test,0.04189261031366295,teacher_ce,0.0887116781853624,0.0,28215.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03221690590111643,0.004784688995215308,0.0,1,0.018819776714513556,1em7,1,0.08895977317029949,0.05378486055776889,0.0,['1/1'],tedlium-test-old_seed-teacher_kl-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0,test,0.04270777954988481,teacher_kl,0.0937444621655148,0.0,28215.0
freq6_width34_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03214602161970583,0.003402445507708657,0.0,1,0.017047669679248628,1em7,1,0.08895977317029949,0.038247011952191136,0.0,['1/1'],tedlium-test-old_seed-teacher_kl-beam5_lp0p5-epoch-1-lr-1em7-freq6_width34_time0,test,0.043168527379053696,teacher_kl,0.09236221867800815,0.0,28215.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03203969519758994,0.00535176324650008,0.0,1,0.01874889243310296,3em7,1,0.08895977317029949,0.06015936254980069,0.0,['1/1'],tedlium-test-old_seed-teacher_kl-beam5_lp0p5-epoch-1-lr-3em7-freq3_width24_time0,test,0.04352294878610668,teacher_kl,0.09431153641679957,0.0,28215.0
freq6_width34_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,tedlium,beam5_lp0p5,0.03189792663476874,0.0058125110756689635,0.0,1,0.019918483076377815,3em7,1,0.08895977317029949,0.06533864541832661,0.0,['1/1'],tedlium-test-old_seed-teacher_kl-beam5_lp0p5-epoch-1-lr-3em7-freq6_width34_time0,test,0.0429558745348219,teacher_kl,0.09477228424596845,0.0,28215.0
